"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","repeat.var","repeat.var.value"
"25.3","What was the cause of price decrease in cassava?","country","Low demand due to low incomes and low purchasing power of the population","uganda",0,"country","uganda"
"25.4","What was the cause of price decrease in cassava?","country","Others","uganda",0,"country","uganda"
"261.1","What was the cause of price decrease in beans?","country","Distribution of cash, food and/or non-food items in the settlement","uganda",0.0559210526315789,"country","uganda"
"261.2","What was the cause of price decrease in beans?","country","The harvest season has increased availability of the items on the market","uganda",0.161184210526316,"country","uganda"
"261.3","What was the cause of price decrease in beans?","country","Low demand due to low incomes and low purchasing power of the population","uganda",0.0657894736842105,"country","uganda"
"261.4","What was the cause of price decrease in beans?","country","Others","uganda",0.0328947368421053,"country","uganda"
"27.1","What was the cause of price decrease in vegetables?","country","Distribution of cash, food and/or non-food items in the settlement","uganda",0.00986842105263158,"country","uganda"
"27.2","What was the cause of price decrease in vegetables?","country","The harvest season has increased availability of the items on the market","uganda",0.0460526315789474,"country","uganda"
"27.3","What was the cause of price decrease in vegetables?","country","Low demand due to low incomes and low purchasing power of the population","uganda",0.0131578947368421,"country","uganda"
"27.4","What was the cause of price decrease in vegetables?","country","Others","uganda",0,"country","uganda"
"281.1","What was the cause of price decrease in milk?","country","Distribution of cash, food and/or non-food items in the settlement","uganda",0,"country","uganda"
"281.2","What was the cause of price decrease in milk?","country","The harvest season has increased availability of the items on the market","uganda",0,"country","uganda"
"281.3","What was the cause of price decrease in milk?","country","Low demand due to low incomes and low purchasing power of the population","uganda",0,"country","uganda"
"281.4","What was the cause of price decrease in milk?","country","Others","uganda",0,"country","uganda"
"29.1","What was the cause of price decrease in fish?","country","Distribution of cash, food and/or non-food items in the settlement","uganda",0,"country","uganda"
"29.2","What was the cause of price decrease in fish?","country","The harvest season has increased availability of the items on the market","uganda",0,"country","uganda"
"29.3","What was the cause of price decrease in fish?","country","Low demand due to low incomes and low purchasing power of the population","uganda",0,"country","uganda"
"29.4","What was the cause of price decrease in fish?","country","Others","uganda",0,"country","uganda"
"301.1","What was the cause of price decrease in oil?","country","Distribution of cash, food and/or non-food items in the settlement","uganda",0.0526315789473684,"country","uganda"
"301.2","What was the cause of price decrease in oil?","country","The harvest season has increased availability of the items on the market","uganda",0.00328947368421053,"country","uganda"
"301.3","What was the cause of price decrease in oil?","country","Low demand due to low incomes and low purchasing power of the population","uganda",0.00328947368421053,"country","uganda"
"301.4","What was the cause of price decrease in oil?","country","Others","uganda",0.0131578947368421,"country","uganda"
"31.1","What was the cause of price decrease in salt?","country","Distribution of cash, food and/or non-food items in the settlement","uganda",0,"country","uganda"
"31.2","What was the cause of price decrease in salt?","country","The harvest season has increased availability of the items on the market","uganda",0,"country","uganda"
"31.3","What was the cause of price decrease in salt?","country","Low demand due to low incomes and low purchasing power of the population","uganda",0.0592105263157895,"country","uganda"
"31.4","What was the cause of price decrease in salt?","country","Others","uganda",0.0361842105263158,"country","uganda"
"321.1","What was the cause of price decrease in wash items?","country","Distribution of cash, food and/or non-food items in the settlement","uganda",0,"country","uganda"
"321.2","What was the cause of price decrease in wash items?","country","The harvest season has increased availability of the items on the market","uganda",0,"country","uganda"
"321.3","What was the cause of price decrease in wash items?","country","Low demand due to low incomes and low purchasing power of the population","uganda",0.00328947368421053,"country","uganda"
"321.4","What was the cause of price decrease in wash items?","country","Others","uganda",0,"country","uganda"
"33.1","What was the cause of price decrease in energy items?","country","Distribution of cash, food and/or non-food items in the settlement","uganda",0,"country","uganda"
"33.2","What was the cause of price decrease in energy items?","country","The harvest season has increased availability of the items on the market","uganda",0,"country","uganda"
"33.3","What was the cause of price decrease in energy items?","country","Low demand due to low incomes and low purchasing power of the population","uganda",0,"country","uganda"
"33.4","What was the cause of price decrease in energy items?","country","Others","uganda",0,"country","uganda"
"341.1","Over the **past week**, which item categories experienced an **increase in price**?","country","Cereals (e.g. maize grain, maize flour, millet flour)","uganda",0.154605263157895,"country","uganda"
"341.2","Over the **past week**, which item categories experienced an **increase in price**?","country","cassava-fresh","uganda",0,"country","uganda"
"341.3","Over the **past week**, which item categories experienced an **increase in price**?","country","beans","uganda",0.0526315789473684,"country","uganda"
"341.4","Over the **past week**, which item categories experienced an **increase in price**?","country","Leafy Vegetables","uganda",0,"country","uganda"
"341.5","Over the **past week**, which item categories experienced an **increase in price**?","country","Milk-fresh","uganda",0,"country","uganda"
"341.6","Over the **past week**, which item categories experienced an **increase in price**?","country","Fish-dried","uganda",0.0493421052631579,"country","uganda"
"341.7","Over the **past week**, which item categories experienced an **increase in price**?","country","Cooking oil","uganda",0.0493421052631579,"country","uganda"
"341.8","Over the **past week**, which item categories experienced an **increase in price**?","country","Salt","uganda",0.00657894736842105,"country","uganda"
"341.9","Over the **past week**, which item categories experienced an **increase in price**?","country","WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin)","uganda",0.00328947368421053,"country","uganda"
"341.10","Over the **past week**, which item categories experienced an **increase in price**?","country","Energy items (e.g. Firewood, Charcoal)","uganda",0.0131578947368421,"country","uganda"
"341.11","Over the **past week**, which item categories experienced an **increase in price**?","country","Shelter items (e.g. roofing nails, nylon rope,  bricks, grass thatch, eucalyptus poles)","uganda",0.0197368421052632,"country","uganda"
"341.12","Over the **past week**, which item categories experienced an **increase in price**?","country","Household Items (e.g. Utensils, Clothing, Beddings, underwear, torch)","uganda",0,"country","uganda"
"341.13","Over the **past week**, which item categories experienced an **increase in price**?","country","Education items (e.g. Exercise books, Pencils and pens)","uganda",0.00328947368421053,"country","uganda"
"341.14","Over the **past week**, which item categories experienced an **increase in price**?","country","Agricultural inputs (e.g. Fertilizers, Pesticides, hoes and pangas)","uganda",0,"country","uganda"
"341.15","Over the **past week**, which item categories experienced an **increase in price**?","country","None","uganda",0.710526315789474,"country","uganda"
"35.1","Over the **past week**, which item categories experienced a **decrease in price**?","country","Cereals (e.g. maize grain, maize flour, millet flour)","uganda",0.154605263157895,"country","uganda"
"35.2","Over the **past week**, which item categories experienced a **decrease in price**?","country","cassava-fresh","uganda",0.00657894736842105,"country","uganda"
"35.3","Over the **past week**, which item categories experienced a **decrease in price**?","country","beans","uganda",0.197368421052632,"country","uganda"
"35.4","Over the **past week**, which item categories experienced a **decrease in price**?","country","Leafy Vegetables","uganda",0.0526315789473684,"country","uganda"
"35.5","Over the **past week**, which item categories experienced a **decrease in price**?","country","Milk-fresh","uganda",0,"country","uganda"
"35.6","Over the **past week**, which item categories experienced a **decrease in price**?","country","Fish-dried","uganda",0,"country","uganda"
"35.7","Over the **past week**, which item categories experienced a **decrease in price**?","country","Cooking oil","uganda",0.0723684210526316,"country","uganda"
"35.8","Over the **past week**, which item categories experienced a **decrease in price**?","country","Salt","uganda",0.069078947368421,"country","uganda"
"35.9","Over the **past week**, which item categories experienced a **decrease in price**?","country","WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin)","uganda",0.00328947368421053,"country","uganda"
"35.10","Over the **past week**, which item categories experienced a **decrease in price**?","country","Energy items (e.g. Firewood, Charcoal)","uganda",0,"country","uganda"
"35.11","Over the **past week**, which item categories experienced a **decrease in price**?","country","Shelter items (e.g. roofing nails, nylon rope,  bricks, grass thatch, eucalyptus poles)","uganda",0,"country","uganda"
"35.12","Over the **past week**, which item categories experienced a **decrease in price**?","country","Household Items (e.g. Utensils, Clothing, Beddings, underwear, torch)","uganda",0,"country","uganda"
"35.13","Over the **past week**, which item categories experienced a **decrease in price**?","country","Education items (e.g. Exercise books, Pencils and pens)","uganda",0,"country","uganda"
"35.14","Over the **past week**, which item categories experienced a **decrease in price**?","country","Agricultural inputs (e.g. Fertilizers, Pesticides, hoes and pangas)","uganda",0,"country","uganda"
"35.15","Over the **past week**, which item categories experienced a **decrease in price**?","country","None","uganda",0.641447368421053,"country","uganda"
"361.1","What is the number one challenge that traders in this market have faced in the past one week?","country","Lack of customers","uganda",0.348684210526316,"country","uganda"
"361.2","What is the number one challenge that traders in this market have faced in the past one week?","country","Public and private transport restrictions limiting access to markets","uganda",0.0296052631578947,"country","uganda"
"361.3","What is the number one challenge that traders in this market have faced in the past one week?","country","Transport restrictions limiting ability to source market items","uganda",0.404605263157895,"country","uganda"
"361.4","What is the number one challenge that traders in this market have faced in the past one week?","country","Limited supply of some commodities","uganda",0.430921052631579,"country","uganda"
"361.5","What is the number one challenge that traders in this market have faced in the past one week?","country","Lack of cash to purchase more stock","uganda",0.575657894736842,"country","uganda"
"361.6","What is the number one challenge that traders in this market have faced in the past one week?","country","Increased price of transportation","uganda",0.618421052631579,"country","uganda"
"361.7","What is the number one challenge that traders in this market have faced in the past one week?","country","Price fluctuation of commodities","uganda",0.582236842105263,"country","uganda"
"361.8","What is the number one challenge that traders in this market have faced in the past one week?","country","Other","uganda",0.101973684210526,"country","uganda"
